Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,LOG,Arena,Notes
2025-02-08,8:30p,Boston Celtics,131.0,New York Knicks,104.0,Box Score,,19812.0,2:13,Madison Square Garden (IV),No notes
2025-02-08,7:00p,Atlanta Hawks,125.0,Washington Wizards,111.0,Box Score,,16835.0,2:08,Capital One Arena,No notes
2025-02-08,7:00p,San Antonio Spurs,111.0,Orlando Magic,112.0,Box Score,,19354.0,2:11,Kia Center,No notes
2025-02-08,4:00p,Indiana Pacers,117.0,Los Angeles Lakers,124.0,Box Score,,18997.0,2:37,Crypto.com Arena,No notes
2025-02-08,3:00p,Houston Rockets,105.0,Dallas Mavericks,116.0,Box Score,,20303.0,2:25,American Airlines Center,No notes
2025-02-08,8:00p,Golden State Warriors,132.0,Chicago Bulls,111.0,Box Score,,21297.0,2:22,United Center,No notes
2025-02-09,1:00p,Charlotte Hornets,102.0,Detroit Pistons,112.0,Box Score,,18740.0,2:15,Little Caesars Arena,No notes
2025-02-09,2:00p,Toronto Raptors,87.0,Houston Rockets,94.0,Box Score,,16829.0,2:18,Toyota Center,No notes
2025-02-09,2:00p,Philadelphia 76ers,127.0,Milwaukee Bucks,135.0,Box Score,,17341.0,2:20,Fiserv Forum,No notes
2025-02-10,8:30p,Sacramento Kings,129.0,Dallas Mavericks,128.0,Box Score,OT,19726.0,2:33,American Airlines Center,No notes
2025-02-10,10:30p,Utah Jazz,113.0,Los Angeles Lakers,132.0,Box Score,,18997.0,2:14,Crypto.com Arena,No notes
2025-02-10,9:00p,Portland Trail Blazers,117.0,Denver Nuggets,146.0,Box Score,,19535.0,2:10,Ball Arena,No notes
2025-02-10,8:00p,Golden State Warriors,125.0,Milwaukee Bucks,111.0,Box Score,,17341.0,2:23,Fiserv Forum,No notes
2025-02-10,8:00p,New Orleans Pelicans,101.0,Oklahoma City Thunder,137.0,Box Score,,17340.0,2:09,Paycom Center,No notes
2025-02-10,7:30p,Charlotte Hornets,89.0,Brooklyn Nets,97.0,Box Score,,16013.0,2:14,Barclays Center,No notes
2025-02-10,7:00p,Minnesota Timberwolves,107.0,Cleveland Cavaliers,128.0,Box Score,,19432.0,2:13,Rocket Mortgage Fieldhouse,No notes
2025-02-10,7:00p,Atlanta Hawks,112.0,Orlando Magic,106.0,Box Score,,18055.0,2:21,Kia Center,No notes
2025-02-10,7:30p,Boston Celtics,103.0,Miami Heat,85.0,Box Score,,19961.0,1:53,Kaseya Center,No notes
2025-02-10,7:00p,San Antonio Spurs,131.0,Washington Wizards,121.0,Box Score,,17446.0,2:18,Capital One Arena,No notes
2025-02-11,7:00p,Toronto Raptors,106.0,Philadelphia 76ers,103.0,Box Score,,19767.0,2:08,Wells Fargo Center,No notes
2025-02-11,7:30p,New York Knicks,128.0,Indiana Pacers,115.0,Box Score,,16685.0,2:26,Gainbridge Fieldhouse,No notes
2025-02-11,8:00p,Detroit Pistons,132.0,Chicago Bulls,92.0,Box Score,,18321.0,2:01,United Center,No notes
2025-02-11,10:00p,Memphis Grizzlies,119.0,Phoenix Suns,112.0,Box Score,,17071.0,2:30,Footprint Center,No notes
2025-02-12,10:30p,Memphis Grizzlies,114.0,Los Angeles Clippers,128.0,Box Score,,14997.0,2:13,Intuit Dome,No notes
2025-02-12,9:30p,Golden State Warriors,107.0,Dallas Mavericks,111.0,Box Score,,20311.0,2:29,American Airlines Center,No notes
2025-02-12,9:00p,Los Angeles Lakers,119.0,Utah Jazz,131.0,Box Score,,18175.0,2:11,Delta Center,No notes
2025-02-12,9:00p,Portland Trail Blazers,121.0,Denver Nuggets,132.0,Box Score,,19901.0,2:13,Ball Arena,No notes
2025-02-12,8:30p,Phoenix Suns,111.0,Houston Rockets,119.0,Box Score,,16227.0,2:06,Toyota Center,No notes
2025-02-12,8:00p,Miami Heat,101.0,Oklahoma City Thunder,115.0,Box Score,,17835.0,2:10,Paycom Center,No notes
2025-02-12,8:00p,Sacramento Kings,119.0,New Orleans Pelicans,111.0,Box Score,,17444.0,2:14,Smoothie King Center,No notes
2025-02-12,8:00p,Detroit Pistons,128.0,Chicago Bulls,110.0,Box Score,,18916.0,2:20,United Center,No notes
2025-02-12,7:30p,Cleveland Cavaliers,131.0,Toronto Raptors,108.0,Box Score,,16549.0,2:05,Scotiabank Arena,No notes
2025-02-12,7:30p,Atlanta Hawks,148.0,New York Knicks,149.0,Box Score,OT,19812.0,2:54,Madison Square Garden (IV),No notes
2025-02-12,7:30p,Philadelphia 76ers,96.0,Brooklyn Nets,100.0,Box Score,,16133.0,2:16,Barclays Center,No notes
2025-02-12,7:00p,Indiana Pacers,134.0,Washington Wizards,130.0,Box Score,OT,11457.0,2:35,Capital One Arena,No notes
2025-02-12,7:00p,Charlotte Hornets,86.0,Orlando Magic,102.0,Box Score,,18947.0,2:04,Kia Center,No notes
2025-02-12,7:00p,San Antonio Spurs,103.0,Boston Celtics,116.0,Box Score,,19156.0,2:06,TD Garden,No notes
2025-02-12,8:00p,Milwaukee Bucks,103.0,Minnesota Timberwolves,101.0,Box Score,,18978.0,2:06,Target Center,No notes
2025-02-13,8:30p,Oklahoma City Thunder,101.0,Minnesota Timberwolves,116.0,Box Score,,18978.0,2:20,Target Center,No notes
2025-02-13,9:00p,Los Angeles Clippers,120.0,Utah Jazz,116.0,Box Score,OT,18175.0,2:40,Delta Center,No notes
2025-02-13,8:30p,Miami Heat,113.0,Dallas Mavericks,118.0,Box Score,,19935.0,2:11,American Airlines Center,No notes
2025-02-13,8:00p,Golden State Warriors,105.0,Houston Rockets,98.0,Box Score,,18055.0,2:17,Toyota Center,No notes
2025-02-13,8:00p,Sacramento Kings,133.0,New Orleans Pelicans,140.0,Box Score,OT,16686.0,2:39,Smoothie King Center,No notes
2025-02-19,10:00p,Charlotte Hornets,,Los Angeles Lakers,,,,,,Crypto.com Arena,No notes
2025-02-20,10:00p,Los Angeles Lakers,,Portland Trail Blazers,,,,,,Moda Center,No notes
2025-02-20,9:00p,Charlotte Hornets,,Denver Nuggets,,,,,,Ball Arena,No notes
2025-02-20,8:00p,Los Angeles Clippers,,Milwaukee Bucks,,,,,,Fiserv Forum,No notes
2025-02-20,7:30p,Chicago Bulls,,New York Knicks,,,,,,Madison Square Garden (IV),No notes
2025-02-20,9:30p,Phoenix Suns,,San Antonio Spurs,,,,,,Moody Center,No notes
2025-02-20,7:30p,Orlando Magic,,Atlanta Hawks,,,,,,State Farm Arena,No notes
2025-02-20,7:00p,Boston Celtics,,Philadelphia 76ers,,,,,,Wells Fargo Center,No notes
2025-02-20,7:00p,Memphis Grizzlies,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,No notes
2025-02-20,7:30p,Cleveland Cavaliers,,Brooklyn Nets,,,,,,Barclays Center,No notes
2025-02-21,9:30p,Oklahoma City Thunder,,Utah Jazz,,,,,,Delta Center,No notes
2025-02-21,7:00p,New York Knicks,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,No notes
2025-02-21,7:00p,Memphis Grizzlies,,Orlando Magic,,,,,,Kia Center,No notes
2025-02-21,7:00p,Milwaukee Bucks,,Washington Wizards,,,,,,Capital One Arena,No notes
2025-02-21,7:30p,Miami Heat,,Toronto Raptors,,,,,,Scotiabank Arena,No notes
2025-02-21,8:30p,New Orleans Pelicans,,Dallas Mavericks,,,,,,American Airlines Center,No notes
2025-02-21,8:30p,Detroit Pistons,,San Antonio Spurs,,,,,,Moody Center,No notes
2025-02-21,9:30p,Minnesota Timberwolves,,Houston Rockets,,,,,,Toyota Center,No notes
2025-02-21,10:00p,Golden State Warriors,,Sacramento Kings,,,,,,Golden 1 Center,No notes
2025-02-22,9:30p,Houston Rockets,,Utah Jazz,,,,,,Delta Center,No notes
2025-02-22,10:00p,Charlotte Hornets,,Portland Trail Blazers,,,,,,Moda Center,No notes
2025-02-22,8:30p,Los Angeles Lakers,,Denver Nuggets,,,,,,Ball Arena,No notes
2025-02-22,5:00p,Phoenix Suns,,Chicago Bulls,,,,,,United Center,No notes
2025-02-22,7:30p,Brooklyn Nets,,Philadelphia 76ers,,,,,,Wells Fargo Center,No notes
2025-02-23,7:00p,San Antonio Spurs,,New Orleans Pelicans,,,,,,Smoothie King Center,No notes
2025-02-23,7:00p,Memphis Grizzlies,,Cleveland Cavaliers,,,,,,Rocket Mortgage Fieldhouse,No notes
2025-02-23,6:00p,Phoenix Suns,,Toronto Raptors,,,,,,Scotiabank Arena,No notes
2025-02-23,6:00p,Washington Wizards,,Orlando Magic,,,,,,Kia Center,No notes
2025-02-23,9:30p,Oklahoma City Thunder,,Minnesota Timberwolves,,,,,,Target Center,No notes
2025-02-23,6:00p,Detroit Pistons,,Atlanta Hawks,,,,,,State Farm Arena,No notes
2025-02-23,5:00p,Los Angeles Clippers,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,No notes
2025-02-23,3:30p,Dallas Mavericks,,Golden State Warriors,,,,,,Chase Center,No notes
2025-02-23,1:00p,New York Knicks,,Boston Celtics,,,,,,TD Garden,No notes
2025-02-23,6:00p,Miami Heat,,Milwaukee Bucks,,,,,,Fiserv Forum,No notes
2025-02-24,7:00p,Los Angeles Clippers,,Detroit Pistons,,,,,,Little Caesars Arena,No notes
2025-02-24,7:00p,Denver Nuggets,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,No notes
2025-02-24,7:00p,Chicago Bulls,,Philadelphia 76ers,,,,,,Wells Fargo Center,No notes
2025-02-24,7:00p,Brooklyn Nets,,Washington Wizards,,,,,,Capital One Arena,No notes
2025-02-24,7:30p,Miami Heat,,Atlanta Hawks,,,,,,State Farm Arena,No notes
2025-02-24,8:00p,Minnesota Timberwolves,,Oklahoma City Thunder,,,,,,Paycom Center,No notes
2025-02-24,9:00p,Portland Trail Blazers,,Utah Jazz,,,,,,Delta Center,No notes
2025-02-24,10:00p,Charlotte Hornets,,Sacramento Kings,,,,,,Golden 1 Center,No notes
2025-02-25,8:00p,San Antonio Spurs,,New Orleans Pelicans,,,,,,Smoothie King Center,No notes
2025-02-25,10:00p,Dallas Mavericks,,Los Angeles Lakers,,,,,,Crypto.com Arena,No notes
2025-02-25,8:00p,Phoenix Suns,,Memphis Grizzlies,,,,,,FedEx Forum,No notes
2025-02-25,10:00p,Charlotte Hornets,,Golden State Warriors,,,,,,Chase Center,No notes
2025-02-25,7:30p,Cleveland Cavaliers,,Orlando Magic,,,,,,Kia Center,No notes
2025-02-25,7:00p,Boston Celtics,,Toronto Raptors,,,,,,Scotiabank Arena,No notes
2025-02-25,8:00p,Milwaukee Bucks,,Houston Rockets,,,,,,Toyota Center,No notes
2025-02-26,7:00p,Boston Celtics,,Detroit Pistons,,,,,,Little Caesars Arena,No notes
2025-02-26,7:00p,Toronto Raptors,,Indiana Pacers,,,,,,Gainbridge Fieldhouse,No notes
2025-02-26,7:00p,Philadelphia 76ers,,New York Knicks,,,,,,Madison Square Garden (IV),No notes
2025-02-26,7:00p,Portland Trail Blazers,,Washington Wizards,,,,,,Capital One Arena,No notes
2025-02-26,7:30p,Oklahoma City Thunder,,Brooklyn Nets,,,,,,Barclays Center,No notes
2025-02-26,7:30p,Atlanta Hawks,,Miami Heat,,,,,,Kaseya Center,No notes
2025-02-26,8:00p,Los Angeles Clippers,,Chicago Bulls,,,,,,United Center,No notes
2025-02-26,9:00p,Sacramento Kings,,Utah Jazz,,,,,,Delta Center,No notes
2025-02-26,9:30p,San Antonio Spurs,,Houston Rockets,,,,,,Toyota Center,No notes
2025-02-27,10:30p,Minnesota Timberwolves,,Los Angeles Lakers,,,,,,Crypto.com Arena,No notes
2025-02-27,10:00p,New Orleans Pelicans,,Phoenix Suns,,,,,,Footprint Center,No notes
2025-02-27,7:30p,Denver Nuggets,,Milwaukee Bucks,,,,,,Fiserv Forum,No notes
2025-02-27,7:00p,Golden State Warriors,,Orlando Magic,,,,,,Kia Center,No notes
2025-02-27,8:30p,Charlotte Hornets,,Dallas Mavericks,,,,,,American Airlines Center,No notes
2025-02-28,9:30p,Minnesota Timberwolves,,Utah Jazz,,,,,,Delta Center,No notes
2025-02-28,7:00p,Denver Nuggets,,Detroit Pistons,,,,,,Little Caesars Arena,No notes
2025-02-28,7:30p,Oklahoma City Thunder,,Atlanta Hawks,,,,,,State Farm Arena,No notes
2025-02-28,7:30p,Cleveland Cavaliers,,Boston Celtics,,,,,,TD Garden,No notes
2025-02-28,7:30p,Portland Trail Blazers,,Brooklyn Nets,,,,,,Barclays Center,No notes
2025-02-28,8:00p,Toronto Raptors,,Chicago Bulls,,,,,,United Center,No notes
2025-02-28,8:00p,New York Knicks,,Memphis Grizzlies,,,,,,FedEx Forum,No notes
2025-02-28,8:00p,Indiana Pacers,,Miami Heat,,,,,,Kaseya Center,No notes
2025-02-28,9:00p,New Orleans Pelicans,,Phoenix Suns,,,,,,Footprint Center,No notes
2025-02-28,10:00p,Los Angeles Clippers,,Los Angeles Lakers,,,,,,Crypto.com Arena,No notes
